chr	end	cnv	bin_number
chr1	1961490	3.76316047126304	1
chr1	3112414	2.14690843198401	2
chr1	4144471	2.17503152448903	3
chr1	5178170	2.55905157526686	4
chr1	6203380	2.35165580098809	5
chr1	7242790	1.99069765174058	6
chr1	8283120	2.06932123008125	7
chr1	9325505	1.73157340342393	8
chr1	10377350	1.58614718546772	9
chr1	11419237	1.90296569515515	10
chr1	12454550	1.70309238973719	11
chr1	13988363	2.30320096590642	12
chr1	15020388	2.21760642197457	13
chr1	16068691	1.51749681283285	14
chr1	17371533	3.08645988593724	15
chr1	18393796	2.19248106025256	16
chr1	19414798	2.22881325888426	17
chr1	20445579	2.17982692987443	18
chr1	21516505	1.81026446149448	19
chr1	22566005	1.97982847055258	20
chr1	23598879	2.04610284427026	21
chr1	24648874	1.93618045676616	22
chr1	25773664	1.79530151808813	23
chr1	26823347	1.80662704883277	24
chr1	27878694	1.81593484220487	25
chr1	28937159	1.58851134619456	26
chr1	29971386	2.21448657171051	27
chr1	31012583	2.05766001106111	28
chr1	32051824	1.63919880136551	29
chr1	33108406	1.75716424718845	30
chr1	34150752	2.22978263821297	31
chr1	35198321	2.77917664781201	32
chr1	36236711	1.68586447951298	33
chr1	37267531	2.35572882795907	34
chr1	38304444	2.3253535885734	35
chr1	39349148	1.81491205707151	36
chr1	40426833	1.71388698441562	37
chr1	41469949	2.07225701261014	38
chr1	42507981	2.46217147346996	39
chr1	43552958	1.88214549384357	40
chr1	44578240	1.84526698248598	41
chr1	45645750	1.63653662694287	42
chr1	46699682	1.76440021843864	43
chr1	47831231	2.18680355214796	44
chr1	48885183	2.29511336746753	45
chr1	49966016	2.16160585432506	46
chr1	51004587	1.54015964290594	47
chr1	52046189	1.82509729028851	48
chr1	53098711	1.67265504140093	49
chr1	54125537	1.8663760429585	50
chr1	55171044	2.12975807275252	51
chr1	56205890	2.47491107358928	52
chr1	57234961	1.84087539028471	53
chr1	58275197	2.40548481376284	54
chr1	59317101	2.45597969927156	55
chr1	60374601	2.36007144370348	56
chr1	61419096	2.26789692918828	57
chr1	62460213	1.59932195120157	58
chr1	63506281	1.71304359918727	59
chr1	64542832	2.20536062445681	60
chr1	65590949	1.81451374153426	61
chr1	66644087	2.29323385368252	62
chr1	67693334	1.87799206791384	63
chr1	68725554	2.08696630124372	64
chr1	69782018	1.9457198571479	65
chr1	70839483	1.81744432300556	66
chr1	71874712	2.07572249603413	67
chr1	72907656	1.77329178473492	68
chr1	73940733	1.87705804940396	69
chr1	74994703	2.19372978156796	70
chr1	76063557	1.89935155830517	71
chr1	77105376	1.72994959057126	72
chr1	78143873	1.98607594892237	73
chr1	79194109	1.6731860648027	74
chr1	80246112	2.08995167359839	75
chr1	81292364	2.00609805438421	76
chr1	82326602	1.67516088970342	77
chr1	83588501	1.98589608544644	78
chr1	84623713	0.912435774703091	79
chr1	85673253	1.86592769361207	80
chr1	86756378	2.07696921415714	81
chr1	87791239	1.92687958626837	82
chr1	88816538	2.12832788403805	83
chr1	89887732	2.08300146072523	84
chr1	90930649	2.15987156038601	85
chr1	91997952	2.02335830867838	86
chr1	93061647	1.41902631733077	87
chr1	94116271	1.0735854098367	88
chr1	95158242	0.558989158618407	89
chr1	96196774	0.413503794116614	90
chr1	97247973	0.931749250141981	91
