chr	end	cnv	bin_number
chr1	1961490	1.84256842683525	1
chr1	3112414	1.29360093543035	2
chr1	4144471	2.06269308852512	3
chr1	5178170	1.80451109661041	4
chr1	6203380	1.17132353450309	5
chr1	7242790	2.37526669860066	6
chr1	8283120	2.07053395606098	7
chr1	9325505	1.90834334171708	8
chr1	10377350	2.99949092907049	9
chr1	11419237	2.35251002059781	10
chr1	12454550	2.30834723829191	11
chr1	13988363	4.41266026724355	12
chr1	15020388	3.36495622723694	13
chr1	16068691	1.8167054554338	14
chr1	17371533	2.11159753642663	15
chr1	18393796	1.74876280794992	16
chr1	19414798	1.08567126626909	17
chr1	20445579	1.80330951818537	18
chr1	21516505	1.88736082356434	19
chr1	22566005	2.23429655704544	20
chr1	23598879	0.690621825382936	21
chr1	24648874	1.98361173159331	22
chr1	25773664	1.55929458535228	23
chr1	26823347	1.17473650922624	24
chr1	27878694	1.2693486162451	25
chr1	28937159	1.86760431537577	26
chr1	29971386	1.51647536091291	27
chr1	31012583	0.92542565787519	28
chr1	32051824	1.4783082332225	29
chr1	33108406	1.60263902276156	30
chr1	34150752	1.50619293694157	31
chr1	35198321	1.97329148326252	32
chr1	36236711	1.56747696812202	33
chr1	37267531	1.82801915375163	34
chr1	38304444	1.35900940289423	35
chr1	39349148	0.995688764440272	36
chr1	40426833	0.905859680009373	37
chr1	41469949	1.9950096655525	38
chr1	42507981	1.42908801035613	39
chr1	43552958	1.42854085726137	40
chr1	44578240	1.1874584569914	41
chr1	45645750	1.72929042433378	42
chr1	46699682	1.57716218213406	43
chr1	47831231	1.53072203543421	44
chr1	48885183	2.9184624656188	45
chr1	49966016	1.89488905144463	46
chr1	51004587	1.25278384496637	47
chr1	52046189	0.934175230079436	48
chr1	53098711	1.25039390801181	49
chr1	54125537	2.0027767917086	50
chr1	55171044	2.04477789153614	51
chr1	56205890	1.79893660930374	52
chr1	57234961	1.8443811964367	53
chr1	58275197	3.02727525661963	54
chr1	59317101	2.1730674482172	55
chr1	60374601	1.52309763441494	56
chr1	61419096	1.78927327348468	57
chr1	62460213	1.24942239560487	58
chr1	63506281	1.04687919647287	59
chr1	64542832	2.13688426512076	60
chr1	65590949	1.57654595424364	61
chr1	66644087	1.34651730589014	62
chr1	67693334	1.55222155143739	63
chr1	68725554	1.91931103301728	64
chr1	69782018	1.91611401627324	65
chr1	70839483	1.57865183227679	66
chr1	71874712	1.59520159472594	67
chr1	72907656	1.19823050912309	68
chr1	73940733	2.45665161918973	69
chr1	74994703	3.03919661370447	70
chr1	76063557	2.02250327205009	71
chr1	77105376	2.35027944254608	72
chr1	78143873	1.16770819930151	73
chr1	79194109	1.85746405446134	74
chr1	80246112	2.28967283247666	75
chr1	81292364	1.26562079064143	76
chr1	82326602	2.16364556947811	77
chr1	83588501	3.25179292526549	78
chr1	84623713	1.97873089186493	79
chr1	85673253	1.50119540042344	80
chr1	86756378	2.41282140032125	81
chr1	87791239	1.61329750887053	82
chr1	88816538	2.27315974670685	83
chr1	89887732	0.966280544500658	84
chr1	90930649	1.84635933453785	85
chr1	91997952	0.914531978340874	86
chr1	93061647	1.95958156300377	87
chr1	94116271	1.62604155952083	88
chr1	95158242	1.05317940798407	89
chr1	96196774	1.84100092583661	90
chr1	97247973	1.26545347626091	91
chr1	98283792	2.47246904142693	92
chr1	99318828	2.59210958030443	93
chr1	100369034	1.85383940440042	94
chr1	101411380	1.93979576815116	95
chr1	102449429	0.709251740391848	96
chr1	103508933	0.781021335349716	97
chr1	104713110	1.81350943464124	98
chr1	105766760	1.3983934151579	99
chr1	106805093	1.81324046694888	100
chr1	107834697	1.68960682422472	101
chr1	109089647	2.53754608453	102
chr1	110142156	1.19118465591927	103
chr1	111175827	1.00676246646288	104
chr1	112220575	1.33278312366479	105
chr1	113282766	1.02736664283704	106
chr1	114345421	1.52259235284952	107
chr1	115388681	1.28255725071017	108
chr1	116425229	1.45163650882528	109
chr1	117501946	1.53689368589158	110
chr1	118544195	1.4987335345402	111
chr1	119631266	1.49669847258053	112
chr1	147293911	21.6623378515332	113
chr1	150035261	8.97002474826131	114
chr1	151096964	3.71322456903207	115
chr1	152143332	3.46720199699923	116
chr1	153238787	3.48922123736249	117
chr1	154303928	3.63258443762829	118
chr1	155361048	4.01505322573587	119
chr1	156452466	3.56026568903815	120
chr1	157500258	3.87136313497841	121
chr1	158568091	4.95638393040842	122
chr1	159647967	4.8665705278969	123
chr1	160691327	4.22895360671772	124
chr1	161900641	4.54849739973779	125
chr1	162963635	3.91936718656527	126
chr1	164011789	4.99674969441149	127
chr1	165056986	4.49962272531906	128
chr1	166098042	4.23895656933691	129
chr1	167167217	6.1298509090002	130
chr1	168199138	3.19872277656387	131
chr1	169249124	5.33489612921412	132
chr1	170316183	4.13670643990341	133
chr1	171362028	3.18725708972119	134
chr1	172428071	5.90095474559093	135
chr1	173486798	4.12061433043174	136
chr1	174559394	3.61415034541971	137
chr1	175628016	4.72803721044884	138
chr1	176682097	4.72675520882534	139
chr1	177725919	7.71875836879968	140
chr1	178773896	4.83200585461048	141
chr1	179841065	3.25145502665665	142
chr1	180893763	2.62484206718433	143
chr1	181933170	4.07463807001501	144
chr1	182968698	4.46243659754246	145
chr1	184011609	5.52913193161761	146
chr1	185059568	6.67058084074689	147
chr1	186118074	3.21200533254494	148
chr1	187168926	3.00666512800034	149
chr1	188221392	3.3235714103675	150
chr1	189262020	3.06629817079822	151
chr1	190302182	4.50152876600565	152
chr1	191335591	3.33890676296542	153
chr1	192367564	3.36127654954172	154
chr1	193413802	3.44225244647041	155
chr1	194465980	3.0535730129269	156
chr1	195497551	2.85161713551858	157
chr1	196544289	3.63381335025029	158
chr1	197657285	2.98489102681542	159
chr1	198703550	2.74773514581	160
chr1	199740318	3.04579572823191	161
chr1	200780619	3.06930726812567	162
chr1	201817434	5.6850109735055	163
chr1	202921121	5.19554552847493	164
chr1	203967170	4.41369595072592	165
chr1	204992670	5.0854771976782	166
chr1	206035045	3.53196436815401	167
chr1	207306952	4.1911060335062	168
chr1	208395563	3.26737954180429	169
chr1	209432219	6.24348342393482	170
chr1	210473559	3.15693699748683	171
chr1	211540170	3.75414105768537	172
chr1	212585079	2.4335605592115	173
chr1	213646979	4.35412222570173	174
chr1	214670408	4.19109322826375	175
chr1	215713092	4.11725203655722	176
chr1	216748750	4.1799414994804	177
chr1	217779705	3.81682424747519	178
chr1	218815977	3.75835415909476	179
chr1	219878888	2.6360477120709	180
chr1	220923156	3.4990161267498	181
chr1	221952767	4.9900772208289	182
chr1	223053078	3.44060384119548	183
chr1	224286858	4.1479888080164	184
chr1	225347990	3.23669857842763	185
chr1	226397592	3.08602426202221	186
chr1	227439623	3.34703431045503	187
chr1	228503382	3.45739294218949	188
chr1	229642211	3.53100530988338	189
chr1	230676404	5.84548866716308	190
chr1	231713140	6.82628479883126	191
chr1	232757521	4.50604087066238	192
chr1	233791344	3.41628972610987	193
chr1	234857636	3.98019765358596	194
chr1	235903873	4.25581404588707	195
chr1	236947620	2.85554164755843	196
chr1	237991295	3.83866840180849	197
chr1	239027213	5.15270672253585	198
chr1	240063690	3.95677414793338	199
chr1	241099781	3.33742925378043	200
chr1	242143679	2.73297622298343	201
chr1	243467031	3.04339080632412	202
chr1	244503229	3.83771636823264	203
chr1	245550712	3.47410891179626	204
chr1	246610237	3.59737072320433	205
chr1	247684653	3.22288411069674	206
chr1	248956422	5.85532328535288	207
chr2	1055211	2.53891644854369	208
chr2	2114035	1.74641961973368	209
chr2	3144990	3.44561687791432	210
chr2	4194524	3.77115160103881	211
chr2	5229551	2.57085241018162	212
chr2	6266613	2.98601325462031	213
chr2	7281941	3.24896898231112	214
chr2	8305227	1.94443464256831	215
chr2	9330409	2.60750685665741	216
chr2	10362030	2.48607001175591	217
chr2	11396486	2.21801262118	218
chr2	12422968	2.23317034422983	219
chr2	13466365	2.62657360641348	220
chr2	14519531	3.62912560625136	221
chr2	15551700	6.39936335328227	222
chr2	16577258	4.24325651982028	223
chr2	17609456	2.06417528907211	224
chr2	18647144	3.21569965983096	225
chr2	19687821	3.54041439821672	226
chr2	20711300	2.10465469408612	227
chr2	21749980	3.87234041965493	228
chr2	22776956	4.0491830150871	229
chr2	23809267	2.37353356134803	230
chr2	24856204	3.70844763022342	231
chr2	25890348	3.36076685970676	232
chr2	26921553	2.50305063927396	233
chr2	27958722	2.3675491865174	234
chr2	28983866	2.58461239144104	235
chr2	30005019	2.46360141594561	236
chr2	31041576	3.43215377908612	237
chr2	32088704	5.77572933152934	238
chr2	33131808	5.35161716796419	239
chr2	34173167	3.53087738383759	240
chr2	35224962	3.16337442858008	241
chr2	36284275	1.86145871890787	242
chr2	37312017	2.48557557410865	243
chr2	38355929	2.65306435056442	244
chr2	39389350	3.05912377209034	245
chr2	40431338	3.14995111357012	246
chr2	41459274	3.7754719794012	247
chr2	42489675	5.3585155991489	248
chr2	43524158	3.42157320284471	249
chr2	44562096	3.02355744494134	250
chr2	45595809	2.14392602109568	251
chr2	46615416	1.71824173061322	252
chr2	47644809	2.04631470016428	253
chr2	48681079	2.44783487555712	254
chr2	49732578	3.26495496901728	255
chr2	50745183	2.60397638952434	256
chr2	51777276	2.4244443827343	257
chr2	52809374	3.27346405529702	258
chr2	53845465	3.8254579092914	259
chr2	54866515	3.08815473457237	260
chr2	55918054	2.82165889294907	261
chr2	56972152	2.75472261356245	262
chr2	58023165	2.82805107985001	263
chr2	59059577	3.09343546028446	264
chr2	60101159	2.99742939958873	265
chr2	61141458	3.18818688744934	266
chr2	62175764	3.7429617772747	267
chr2	63230930	2.49281868411855	268
chr2	64279063	2.98976944789756	269
chr2	65305490	2.14385906552004	270
chr2	66359340	2.82440530799546	271
chr2	67407685	2.04216097333624	272
chr2	68440601	3.21251505221881	273
chr2	69476184	2.29065450804972	274
chr2	70514743	2.69397953033124	275
chr2	71577409	2.08696663952387	276
chr2	72617215	3.60851835773825	277
chr2	73673507	4.23377986794985	278
chr2	74733485	2.4246161118561	279
chr2	75770724	2.09864098038951	280
chr2	76837035	2.31449265904628	281
chr2	77906440	2.3341558109082	282
chr2	78941830	2.87804651002879	283
chr2	79980524	2.59219380283704	284
chr2	81004341	3.56157608417273	285
chr2	82039725	3.63723699445385	286
chr2	83060168	2.96286397278946	287
chr2	84102043	4.22183019973838	288
chr2	85151618	2.77146901771943	289
chr2	86187809	2.64393527554463	290
chr2	88271679	4.75682264670032	291
chr2	95566668	11.6168285373494	292
chr2	96914860	3.34447113617099	293
chr2	98445314	3.58029317017449	294
chr2	99497425	2.33786226315058	295
chr2	100550112	3.64846988135378	296
chr2	101589348	3.37100121774226	297
chr2	102621675	2.70913475213427	298
chr2	103656477	2.81219893345509	299
chr2	104678271	3.47055053444148	300
chr2	105711421	3.85180799152481	301
chr2	106874577	2.68064155920371	302
chr2	107993293	2.51087845633514	303
chr2	109110461	3.70273720920075	304
chr2	110903102	3.79027888958719	305
chr2	112460655	2.80954270061675	306
chr2	113749893	2.71919215186429	307
