chr	end	cnv	bin_number
chr1	1961490	5.4407843278388	1
chr1	3112414	4.11786395282041	2
chr1	4144471	3.68242292435607	3
chr1	5178170	3.46465688708827	4
chr1	6203380	2.84898888174807	5
chr1	7242790	4.6259743440005	6
chr1	8283120	5.95832577279145	7
chr1	9325505	7.23733452508478	8
chr1	10377350	5.54062726919884	9
chr1	11419237	4.27873617177273	10
chr1	12454550	4.42122403068841	11
chr1	13988363	8.11470635655807	12
chr1	15020388	5.53039857807876	13
chr1	16068691	3.79836800230494	14
chr1	17371533	7.06108675728528	15
chr1	18393796	5.34273496355658	16
chr1	19414798	4.66720661769561	17
chr1	20445579	6.80756387289918	18
chr1	21516505	4.55375315818206	19
chr1	22566005	4.11641550220311	20
chr1	23598879	6.16639876463639	21
chr1	24648874	5.8967692996461	22
chr1	25773664	6.21742215328775	23
chr1	26823347	4.07360713633902	24
chr1	27878694	3.76514511136781	25
chr1	28937159	3.93739740939233	26
chr1	29971386	3.06100111171073	27
chr1	31012583	3.85778406635215	28
chr1	32051824	2.74578499532789	29
chr1	33108406	4.66758830946695	30
chr1	34150752	7.07500650458587	31
chr1	35198321	6.37736433399751	32
chr1	36236711	3.67256972592837	33
chr1	37267531	7.05212836465386	34
chr1	38304444	6.49454157546802	35
chr1	39349148	4.01593408216967	36
chr1	40426833	4.40834345684445	37
chr1	41469949	5.01856611786738	38
chr1	42507981	4.71229851540775	39
chr1	43552958	5.97444743137083	40
chr1	44578240	6.96852087678339	41
chr1	45645750	3.57347808429917	42
chr1	46699682	4.74362020871286	43
chr1	47831231	4.28136929013825	44
chr1	48885183	3.40904032787452	45
chr1	49966016	5.96243956086431	46
chr1	51004587	5.8122101564917	47
chr1	52046189	6.4069152502647	48
chr1	53098711	4.14788024052329	49
chr1	54125537	5.2198823399995	50
chr1	55171044	3.01297009091101	51
chr1	56205890	3.84274982525906	52
chr1	57234961	3.95392044056103	53
chr1	58275197	3.16282369937153	54
chr1	59317101	6.57837644936711	55
chr1	60374601	9.36230431090313	56
chr1	61419096	7.09424746433485	57
chr1	62460213	4.26195135411175	58
chr1	63506281	9.39716424394693	59
chr1	64542832	6.98657142281277	60
chr1	65590949	3.21893586286218	61
chr1	66644087	3.79918328415857	62
chr1	67693334	3.30315958468748	63
chr1	68725554	3.36076310298417	64
chr1	69782018	2.99829278773649	65
chr1	70839483	2.65003497691709	66
chr1	71874712	0.698895545125469	67
chr1	72907656	0.541369059695661	68
chr1	73940733	0.162727211517121	69
chr1	74994703	5.75903664587448	70
chr1	76063557	6.50277394587621	71
chr1	77105376	10.277929625491	72
chr1	78143873	6.8833887735524	73
chr1	79194109	6.35859542525326	74
chr1	80246112	6.37034394169395	75
