chr	end	cnv	bin_number
chr1	1961490	3.53985458696501	1
chr1	3112414	1.87010113530685	2
chr1	4144471	2.00514355951276	3
chr1	5178170	2.41681283966766	4
chr1	6203380	2.2766946720515	5
chr1	7242790	1.88325683712802	6
chr1	8283120	2.04838702504518	7
chr1	9325505	1.81912679206636	8
chr1	10377350	1.83716165637706	9
chr1	11419237	1.95461387421022	10
chr1	12454550	1.84148818959781	11
chr1	13988363	2.78553404381103	12
chr1	15020388	2.28381931017052	13
chr1	16068691	1.85703462937703	14
chr1	17371533	2.86840692527855	15
chr1	18393796	2.60288394376692	16
chr1	19414798	2.09666007093377	17
chr1	20445579	2.23911581853082	18
chr1	21516505	1.71298374849319	19
chr1	22566005	1.62505870753052	20
chr1	23598879	1.81689225543719	21
chr1	24648874	1.90121158112922	22
chr1	25773664	1.93905000192093	23
chr1	26823347	1.93873746033766	24
chr1	27878694	1.73271899095739	25
chr1	28937159	1.42610260563853	26
chr1	29971386	1.93477340990983	27
chr1	31012583	2.40066557651431	28
chr1	32051824	1.79295221524868	29
chr1	33108406	1.76582328811419	30
chr1	34150752	2.49809885740553	31
chr1	35198321	1.88112035608262	32
chr1	36236711	1.44993158634841	33
chr1	37267531	2.65062329017972	34
chr1	38304444	2.42068116983816	35
chr1	39349148	1.8021648345648	36
chr1	40426833	1.79906586304946	37
chr1	41469949	1.97916580099127	38
chr1	42507981	1.95355254609853	39
chr1	43552958	2.20146002660179	40
chr1	44578240	1.76999091481141	41
chr1	45645750	1.6028836047372	42
chr1	46699682	1.92152811657319	43
chr1	47831231	2.15752397853105	44
chr1	48885183	2.21799249608933	45
chr1	49966016	2.13164200699839	46
chr1	51004587	1.6245097718455	47
chr1	52046189	1.7496737953248	48
chr1	53098711	1.52364639828587	49
chr1	54125537	2.0393145079353	50
chr1	55171044	1.84963113440708	51
chr1	56205890	2.09597564459064	52
chr1	57234961	2.43249853366072	53
chr1	58275197	2.35255529258615	54
chr1	59317101	2.4008472270176	55
chr1	60374601	2.12216595556685	56
chr1	61419096	2.05799957877847	57
chr1	62460213	1.78786351462713	58
chr1	63506281	1.53764710606043	59
chr1	64542832	2.1555400391518	60
chr1	65590949	1.96364581140495	61
chr1	66644087	2.0613539755137	62
chr1	67693334	1.93662649062933	63
chr1	68725554	2.20222590634704	64
chr1	69782018	1.84879825123975	65
chr1	70839483	2.04890529524373	66
chr1	71874712	1.98470906138257	67
chr1	72907656	1.8445757691841	68
chr1	73940733	1.98350351789759	69
chr1	74994703	1.82989557288284	70
chr1	76063557	1.86857321164832	71
chr1	77105376	2.02567250631222	72
