chr	end	cnv	bin_number
chr1	1961490	3.14025365523293	1
chr1	3112414	2.09774042939895	2
chr1	4144471	2.68190570136601	3
chr1	5178170	2.35255254294618	4
chr1	6203380	2.10947590855087	5
chr1	7242790	2.16233649620026	6
chr1	8283120	2.17022974823549	7
chr1	9325505	1.66000848165923	8
chr1	10377350	1.59075362839054	9
chr1	11419237	2.0488451753304	10
chr1	12454550	1.6680855163293	11
chr1	13988363	2.60379261325185	12
chr1	15020388	2.04279762880275	13
chr1	16068691	2.11064263767317	14
chr1	17371533	3.11238378127063	15
chr1	18393796	2.95968230773639	16
chr1	19414798	2.10576523286438	17
chr1	20445579	2.28511867912711	18
chr1	21516505	1.84788169855927	19
chr1	22566005	1.90599483595104	20
chr1	23598879	2.13537148080851	21
chr1	24648874	2.06406441459307	22
chr1	25773664	2.35616032042112	23
chr1	26823347	1.81969823695721	24
chr1	27878694	1.67503903891177	25
chr1	28937159	1.23231578747295	26
chr1	29971386	1.94528960061455	27
chr1	31012583	1.990676071036	28
chr1	32051824	2.1390696310076	29
chr1	33108406	1.75582629009574	30
chr1	34150752	2.89797750939312	31
chr1	35198321	2.33479642005653	32
chr1	36236711	1.50016813303588	33
chr1	37267531	2.71727381257331	34
chr1	38304444	2.04638062909169	35
chr1	39349148	1.84508095276644	36
chr1	40426833	1.95326115197446	37
chr1	41469949	1.79658674968937	38
chr1	42507981	1.94849628759663	39
chr1	43552958	2.11780112451707	40
chr1	44578240	2.23799617399262	41
chr1	45645750	1.5612749961941	42
chr1	46699682	1.82000872510474	43
chr1	47831231	2.28133844211406	44
chr1	48885183	2.41236291971252	45
chr1	49966016	2.28228421215029	46
chr1	51004587	1.79350440784343	47
chr1	52046189	1.84558589173159	48
chr1	53098711	1.89790229888725	49
chr1	54125537	2.54711908459425	50
chr1	55171044	2.25707933306743	51
chr1	56205890	2.08024219400979	52
chr1	57234961	1.9954312135679	53
chr1	58275197	2.29925429489584	54
chr1	59317101	1.9206927485139	55
chr1	60374601	1.53837250642427	56
chr1	61419096	2.45572930038131	57
chr1	62460213	1.67909535955603	58
chr1	63506281	2.17753333221951	59
chr1	64542832	2.42043489244948	60
chr1	65590949	2.41186768268564	61
chr1	66644087	1.71127705448924	62
chr1	67693334	2.12946225332655	63
chr1	68725554	2.44194131439303	64
chr1	69782018	2.21264315904892	65
chr1	70839483	2.10931693909378	66
chr1	71874712	2.46257412268357	67
chr1	72907656	2.40052367101066	68
chr1	73940733	2.57656543691821	69
chr1	74994703	1.65672967734334	70
chr1	76063557	2.34603646116229	71
chr1	77105376	2.23475519193287	72
chr1	78143873	1.84456359878868	73
chr1	79194109	1.74965005290785	74
chr1	80246112	1.93681281830401	75
chr1	81292364	1.91972208601669	76
chr1	82326602	1.59077854166254	77
chr1	83588501	1.4989286864514	78
chr1	84623713	0.926329354408524	79
chr1	85673253	1.54187034612086	80
chr1	86756378	1.88545216820914	81
chr1	87791239	2.02661077457086	82
chr1	88816538	1.74701216209862	83
chr1	89887732	1.78073693016978	84
chr1	90930649	1.63272453122548	85
chr1	91997952	2.15599273944637	86
chr1	93061647	1.72065976693289	87
chr1	94116271	0.872390408171809	88
chr1	95158242	1.09605143848105	89
chr1	96196774	1.15596041006473	90
chr1	97247973	0.929389305824685	91
chr1	98283792	1.21660193415933	92
chr1	99318828	1.20660408959922	93
chr1	100369034	0.88049283061681	94
chr1	101411380	1.0400068086763	95
chr1	102449429	0.909178187336842	96
