chr	end	cnv	bin_number
chr1	1839076	3.49256174054635	1
chr1	2958871	1.91569460739825	2
chr1	3968334	2.0615606883833	3
chr1	4977069	2.47625299612506	4
chr1	5986690	2.40558716122312	5
chr1	6993867	1.80998270311487	6
chr1	8005140	2.08191578237097	7
chr1	9012529	1.7513485648495	8
chr1	10018310	1.8935578599912	9
chr1	11022907	1.78803214414805	10
chr1	12031751	2.19061158221091	11
chr1	13454037	2.40720321947005	12
chr1	14464475	2.09568606286693	13
chr1	15470136	2.32388498249916	14
chr1	16478908	1.39353327133389	15
chr1	17722258	3.23073487667402	16
chr1	18727466	2.53122167045046	17
chr1	19733559	2.14581908191845	18
chr1	20738771	2.34538197589609	19
chr1	21762520	1.68292673550444	20
chr1	22778007	2.02968906179274	21
chr1	23784429	1.75504038741116	22
chr1	24795081	1.81339229748594	23
chr1	25858108	1.91465125333384	24
chr1	26869542	1.84914743756463	25
chr1	27879096	1.86148902552352	26
chr1	28885824	1.41610588056459	27
chr1	29895221	1.97620185592427	28
chr1	30911069	2.2654679644553	29
chr1	31918334	1.78737787365072	30
chr1	32924007	1.70481160648045	31
chr1	33938288	2.39522179910819	32
chr1	34959742	2.21962515883045	33
chr1	35966315	1.5070196189103	34
chr1	36972114	2.08198772476053	35
chr1	37982596	2.22881481450243	36
chr1	38990683	2.1232413516079	37
chr1	40021951	1.74198470999759	38
chr1	41033071	1.76380650149076	39
chr1	42045426	2.32895555744235	40
chr1	43057563	1.88809780443496	41
chr1	44066943	1.99691979711401	42
chr1	45073672	1.77028003613855	43
chr1	46092661	1.78370326764635	44
chr1	47146082	2.08932749672446	45
chr1	48162375	2.26959213084219	46
chr1	49181108	2.17133010209489	47
chr1	50208046	2.17985058432738	48
chr1	51218523	1.52525382580473	49
chr1	52230965	1.73250511668298	50
chr1	53237350	1.65721692330343	51
chr1	54244173	2.0487947530885	52
chr1	55253283	1.99156279335727	53
chr1	56263937	2.21478879186483	54
chr1	57273774	2.42967274292733	55
chr1	58291222	2.34940660923514	56
chr1	59307727	2.39830243032304	57
chr1	60328293	2.14304342034651	58
chr1	61346762	2.09411871119588	59
chr1	62354060	1.7381713211953	60
chr1	63365575	1.64106307216735	61
chr1	64381079	1.98837545474286	62
chr1	65390213	1.93562397498864	63
chr1	66416869	2.05787215352022	64
chr1	67436551	2.01071774490972	65
chr1	68444868	2.11452802939643	66
chr1	69471153	2.17293557571817	67
chr1	70488280	1.89943132272112	68
chr1	71505350	1.95601125392183	69
chr1	72523082	1.98587776948318	70
chr1	73537931	2.09206587616711	71
chr1	74551382	1.90303307266279	72
chr1	75575202	2.10021827849391	73
chr1	76590702	1.83341478967427	74
chr1	77605878	2.10277504112633	75
chr1	78622443	1.77614525809763	76
chr1	79639848	2.017724615136	77
chr1	80657133	1.83309913191211	78
chr1	81675284	1.99844007734404	79
chr1	82693588	1.92768197027054	80
chr1	83827457	1.27509392251944	81
chr1	84843048	1.08843621857215	82
chr1	85875598	1.62405244807275	83
chr1	86905673	1.93973212872147	84
chr1	87911798	1.99413456024944	85
chr1	88921465	2.08782033597795	86
chr1	89945245	2.12819601810445	87
chr1	90960629	2.20159980980522	88
chr1	91981997	1.89175801881591	89
chr1	92995614	1.45550643118216	90
chr1	94012712	0.911205020475721	91
chr1	95022506	1.08135031269479	92
chr1	96031500	0.962606903499133	93
chr1	97056275	0.918830486858324	94
chr1	98070147	1.2590578781147	95
chr1	99083209	1.00336576754981	96
chr1	100097534	1.08718799516056	97
chr1	101109058	0.898038449192954	98
chr1	102117322	0.997003571201857	99
chr1	103137131	0.914609471555426	100
chr1	104305959	1.09075654795495	101
chr1	105331695	1.02744949166243	102
chr1	106346524	1.09252909249099	103
chr1	107353485	1.14090839218036	104
chr1	108552876	1.17873401822714	105
chr1	109562385	0.840780660890009	106
chr1	110583795	0.995418878932787	107
chr1	111598079	0.967111792916296	108
chr1	112616605	1.13612609346482	109
chr1	113643453	0.891874056606857	110
chr1	114651620	0.988688200868659	111
chr1	115667503	1.09882065266091	112
chr1	116687865	1.2111559215544	113
chr1	117702785	1.07847983532217	114
chr1	118724297	1.03187174036316	115
chr1	119749337	1.16918147643051	116
chr1	122862707	2.4920065982427	117
chr1	146593304	12.5254956796195	118
chr1	147915434	3.81171847204697	119
chr1	150392787	6.35749044979901	120
chr1	151403423	2.184486941072	121
chr1	152430585	2.72132270337084	122
chr1	153458914	2.99901637217323	123
chr1	154469186	2.48276353652124	124
chr1	155484805	3.09447324550545	125
chr1	156518590	2.47274255436842	126
chr1	157533663	3.17539642307582	127
chr1	158553023	2.91061660404486	128
chr1	159584285	3.01487664824192	129
chr1	160599819	2.99249231551708	130
chr1	161722197	2.9162309363508	131
chr1	162734855	3.02320689417464	132
chr1	163765975	3.03470900502237	133
chr1	164784705	3.02269271352366	134
chr1	165796566	3.38642877649528	135
chr1	166823524	2.92224921942555	136
chr1	167831247	2.75536982998712	137
chr1	168850525	2.93933977768598	138
chr1	169865834	3.33805646969551	139
chr1	170886872	2.92385151369292	140
chr1	171904637	2.74918698721871	141
chr1	172923266	3.00420710571566	142
chr1	173942386	3.19598821151123	143
chr1	174985633	2.53915891700985	144
chr1	175996207	3.47950987557379	145
chr1	177020273	2.94464351551481	146
chr1	178041409	3.29946319242462	147
chr1	179062169	2.7242619035999	148
chr1	180074629	2.45594431703667	149
chr1	181096674	2.89669015096899	150
chr1	182108219	3.40909951148676	151
chr1	183119509	3.0331560665767	152
chr1	184134340	2.97131459982764	153
chr1	185153851	3.25544749408269	154
chr1	186180637	2.84127769000294	155
chr1	187195972	2.91842864571668	156
chr1	188222594	3.0482969822208	157
chr1	189238031	2.7437641198977	158
chr1	190253403	2.94619601813896	159
chr1	191268896	2.95100687690519	160
chr1	192279463	2.70324937629624	161
chr1	193295297	2.85765219551791	162
chr1	194317514	3.14279912035072	163
chr1	195328504	2.89042837879155	164
chr1	196349403	2.91486988061302	165
chr1	197402721	2.59287426024236	166
chr1	198428719	2.91423133261205	167
chr1	199438969	2.85317516786968	168
chr1	200454452	2.60881453437621	169
chr1	201468261	2.63725586547437	170
chr1	202484739	2.88507968177185	171
chr1	203499519	3.12154750460921	172
chr1	204508756	3.06297338358418	173
chr1	205517823	3.21474720180547	174
chr1	206733475	3.40135831577147	175
chr1	207792542	2.96370732330107	176
chr1	208802579	3.31499143058063	177
chr1	209814345	3.36324441066197	178
chr1	210831476	3.08267125800299	179
chr1	211846265	2.69873405162125	180
chr1	212861959	2.69424768845538	181
chr1	213878997	2.94844968948178	182
chr1	214888894	2.83798600280381	183
chr1	215900337	2.91221160243252	184
chr1	216914838	2.95532436549815	185
chr1	217929484	2.98490568810624	186
chr1	218945370	2.84431395294455	187
chr1	219979031	2.68320003063559	188
chr1	220989824	2.91095517819429	189
chr1	222001811	2.88252381914666	190
chr1	223049301	2.92328977328575	191
chr1	224206650	3.02428766034052	192
chr1	225222958	2.90960821399354	193
chr1	226233647	2.36193998692398	194
chr1	227245467	2.70547319478543	195
chr1	228276367	2.6193652257308	196
chr1	229380083	3.27710741143584	197
chr1	230389890	2.8439756585313	198
chr1	231398280	2.8804113063211	199
chr1	232412545	3.17329701165338	200
chr1	233421713	3.17026959859378	201
chr1	234432407	3.01396534600103	202
chr1	235468800	2.74967891265749	203
chr1	236478189	2.80233644909103	204
chr1	237499628	2.88696553488821	205
chr1	238512329	2.82639209106347	206
chr1	239520682	2.64891986558114	207
chr1	240536296	2.63302570708047	208
chr1	241545361	2.87112025072164	209
chr1	242581670	2.71062769664252	210
chr1	243705113	3.07629198432249	211
chr1	244719154	2.82644691424546	212
chr1	245728305	2.78848037906047	213
chr1	246752273	2.97976504333996	214
chr1	247784523	2.73959855325775	215
chr1	248956422	3.27807313230834	216
chr2	1034293	1.85803533927167	217
chr2	2064836	2.08554021182025	218
chr2	3081106	2.22004052714116	219
chr2	4103802	2.07264790768425	220
chr2	5130823	2.10884511172987	221
chr2	6154526	2.23486263481968	222
chr2	7165374	1.91074941469334	223
chr2	8180374	2.21776099601768	224
chr2	9195153	2.05465589813184	225
chr2	10207259	1.69414726034094	226
chr2	11224953	1.75254527476977	227
chr2	12238676	2.03430479213705	228
chr2	13256768	2.03419621289215	229
