chr	end	cnv	bin_number
chr1	1839076	3.60777083750174	1
chr1	2958871	1.89338253288165	2
chr1	3968334	2.17923737703475	3
chr1	4977069	2.74782667223635	4
chr1	5986690	2.39330172397223	5
chr1	6993867	1.93389219378291	6
chr1	8005140	2.09436579224052	7
chr1	9012529	1.5760660739247	8
chr1	10018310	1.67199391040891	9
chr1	11022907	1.65518973086445	10
chr1	12031751	2.17581866734103	11
chr1	13454037	2.25758678731942	12
chr1	14464475	2.03488603382084	13
chr1	15470136	2.26771646860849	14
chr1	16478908	1.49594224736369	15
chr1	17722258	3.41394819482177	16
chr1	18727466	2.25354541822457	17
chr1	19733559	2.20877406477648	18
chr1	20738771	2.31447295522676	19
chr1	21762520	1.72491890248	20
chr1	22778007	2.27801325232791	21
chr1	23784429	2.17067520521739	22
chr1	24795081	1.7854495700525	23
chr1	25858108	1.86617917605902	24
chr1	26869542	1.75603961087251	25
chr1	27879096	1.8254604837758	26
chr1	28885824	1.55924467639506	27
chr1	29895221	1.99148939815536	28
chr1	30911069	2.16855137085881	29
chr1	31918334	1.57330444995558	30
chr1	32924007	1.45082455180493	31
chr1	33938288	2.13990291367448	32
chr1	34959742	3.16512172308314	33
chr1	35966315	1.74225709355179	34
chr1	36972114	2.28142956443303	35
chr1	37982596	2.26846278438944	36
chr1	38990683	2.0319948328985	37
chr1	40021951	1.64380074531284	38
chr1	41033071	1.8441235725191	39
chr1	42045426	2.50804861447461	40
chr1	43057563	1.94128408057906	41
chr1	44066943	1.82841787848831	42
chr1	45073672	1.95472612741225	43
chr1	46092661	1.48910224740185	44
chr1	47146082	1.95673036066362	45
chr1	48162375	2.57126415765159	46
chr1	49181108	1.90966184994387	47
chr1	50208046	2.22406809086414	48
chr1	51218523	1.53860718644157	49
chr1	52230965	1.71539967037919	50
chr1	53237350	1.65111382692425	51
chr1	54244173	1.88647639536182	52
chr1	55253283	1.96718445366254	53
chr1	56263937	2.51510885626615	54
chr1	57273774	2.00471188546563	55
chr1	58291222	2.44305464679646	56
chr1	59307727	2.28430225375404	57
chr1	60328293	2.28851342963084	58
chr1	61346762	2.29872997086642	59
chr1	62354060	1.74591235266313	60
chr1	63365575	1.66463110914216	61
chr1	64381079	2.02294364296603	62
chr1	65390213	1.87868475863154	63
chr1	66416869	2.27600000254694	64
chr1	67436551	1.7420413689279	65
chr1	68444868	2.05929069698924	66
chr1	69471153	2.02894043644332	67
chr1	70488280	1.72639195056816	68
chr1	71505350	2.09567577591408	69
chr1	72523082	1.87961470646962	70
chr1	73537931	1.82334631614934	71
chr1	74551382	2.03938900441245	72
chr1	75575202	2.05801060189549	73
chr1	76590702	2.03238696804947	74
chr1	77605878	1.8949756911302	75
chr1	78622443	2.04628167536474	76
chr1	79639848	1.77170754780248	77
chr1	80657133	1.69425750305151	78
chr1	81675284	1.91812561478176	79
chr1	82693588	1.98408652101722	80
chr1	83827457	1.47033107290143	81
chr1	84843048	0.959984884319111	82
chr1	85875598	2.09795951534161	83
chr1	86905673	2.01442637944817	84
chr1	87911798	1.96862723426543	85
chr1	88921465	2.07230920261914	86
chr1	89945245	2.09141719902194	87
chr1	90960629	2.14802057835611	88
chr1	91981997	2.01787251405772	89
chr1	92995614	1.39448233497584	90
chr1	94012712	0.88071179461008	91
chr1	95022506	0.678480765929524	92
chr1	96031500	0.212663239249414	93
chr1	97056275	0.936385101323086	94
chr1	98070147	1.17287690751756	95
chr1	99083209	1.06943746801029	96
chr1	100097534	0.827204592504609	97
chr1	101109058	0.941547410882836	98
chr1	102117322	1.07635628919027	99
chr1	103137131	0.857515236745729	100
chr1	104305959	1.18815290022623	101
chr1	105331695	1.07022611364264	102
chr1	106346524	1.06378616124188	103
chr1	107353485	1.18337390401754	104
chr1	108552876	1.23602072455977	105
chr1	109562385	0.782967031098244	106
chr1	110583795	1.05005887612778	107
chr1	111598079	1.19380959683798	108
chr1	112616605	1.33590484391556	109
chr1	113643453	0.827612736986789	110
chr1	114651620	0.825394296929986	111
chr1	115667503	1.00772920462595	112
chr1	116687865	1.02465753525214	113
chr1	117702785	1.12952690182431	114
chr1	118724297	1.02949707774599	115
chr1	119749337	1.15507029183108	116
chr1	122862707	2.71247008288597	117
chr1	146593304	11.8436350786533	118
chr1	147915434	4.04347183778513	119
chr1	150392787	6.71157745692182	120
chr1	151403423	2.11838217229205	121
chr1	152430585	2.92375771810169	122
chr1	153458914	3.34572100047625	123
chr1	154469186	2.55395029690695	124
chr1	155484805	3.17435242343684	125
chr1	156518590	2.5782640571408	126
chr1	157533663	2.75400391401087	127
chr1	158553023	2.76837624610855	128
chr1	159584285	2.05383252721497	129
chr1	160599819	2.04585658561201	130
chr1	161722197	2.86095380457792	131
chr1	162734855	3.01965937034613	132
chr1	163765975	3.11891335691817	133
chr1	164784705	3.06295138476145	134
chr1	165796566	3.21246331464565	135
chr1	166823524	3.35299835369448	136
chr1	167831247	2.65287922430083	137
