chr	end	cnv	bin_number
chr1	1839076	3.37692120247828	1
chr1	2958871	2.04232529697283	2
chr1	3968334	2.1163346638456	3
chr1	4977069	2.33347093895014	4
chr1	5986690	2.38585142183435	5
chr1	6993867	2.00277464928904	6
chr1	8005140	2.01224885581092	7
chr1	9012529	1.64541396435855	8
chr1	10018310	1.79570698410038	9
chr1	11022907	1.67975352170852	10
chr1	12031751	2.17238341637096	11
chr1	13454037	2.51285530576186	12
chr1	14464475	2.02472880584206	13
chr1	15470136	2.3126411630196	14
chr1	16478908	1.79617153799999	15
chr1	17722258	3.66461274853131	16
chr1	18727466	2.74130447410916	17
chr1	19733559	2.29139147661724	18
chr1	20738771	2.39650594640716	19
chr1	21762520	1.55562270270515	20
chr1	22778007	2.23074574627286	21
chr1	23784429	1.88894638776124	22
chr1	24795081	1.90475410420513	23
chr1	25858108	2.15598097767191	24
chr1	26869542	1.83839956867702	25
chr1	27879096	1.72474187139357	26
chr1	28885824	1.56226493767993	27
chr1	29895221	2.01254577485116	28
chr1	30911069	2.32401853449274	29
chr1	31918334	1.83577124365809	30
chr1	32924007	1.53083268964326	31
chr1	33938288	2.24939971667086	32
chr1	34959742	2.5648343255209	33
chr1	35966315	1.51992132863749	34
chr1	36972114	2.02789048760711	35
chr1	37982596	2.24477454308259	36
chr1	38990683	2.22961698185985	37
chr1	40021951	1.88372802262811	38
chr1	41033071	1.61540378902098	39
chr1	42045426	2.30251499342922	40
chr1	43057563	1.7878975246646	41
chr1	44066943	1.96248341576504	42
chr1	45073672	1.91992276042796	43
chr1	46092661	1.67023953695639	44
chr1	47146082	2.12915015115154	45
chr1	48162375	2.24713881965287	46
chr1	49181108	2.05323560341791	47
chr1	50208046	2.03026307985076	48
chr1	51218523	1.47540737775555	49
chr1	52230965	1.87784320363525	50
chr1	53237350	1.59682033120655	51
chr1	54244173	1.95877668563293	52
chr1	55253283	1.96038596720012	53
chr1	56263937	2.17005742896548	54
chr1	57273774	2.32201871986764	55
chr1	58291222	2.63677231450355	56
chr1	59307727	2.29652430878152	57
chr1	60328293	2.19787258914279	58
chr1	61346762	2.14434895562249	59
chr1	62354060	1.82530018981673	60
chr1	63365575	1.77562801405728	61
chr1	64381079	2.22893068804767	62
chr1	65390213	2.01048453508462	63
chr1	66416869	2.1545423908262	64
chr1	67436551	1.8380764964677	65
chr1	68444868	1.98192012834798	66
chr1	69471153	2.1945319108359	67
chr1	70488280	1.84400762874455	68
chr1	71505350	2.03134197701513	69
chr1	72523082	2.11045244985577	70
chr1	73537931	1.9658612288732	71
chr1	74551382	1.97805268473972	72
chr1	75575202	1.9879521583822	73
chr1	76590702	2.0361052792677	74
chr1	77605878	2.14447105294814	75
chr1	78622443	1.88457628792631	76
chr1	79639848	1.86018224687056	77
chr1	80657133	1.87929770175922	78
chr1	81675284	1.74599280209462	79
chr1	82693588	2.01712985934416	80
chr1	83827457	1.34721059122414	81
chr1	84843048	0.93920290840237	82
chr1	85875598	1.74757719962595	83
chr1	86905673	1.84488005434297	84
chr1	87911798	2.09876400684782	85
chr1	88921465	2.10455450963742	86
chr1	89945245	2.09220918757886	87
chr1	90960629	2.00281483262946	88
chr1	91981997	1.99909828935829	89
