chr	end	cnv	bin_number
chr1	1839076	1.64689448102939	1
chr1	2958871	1.82839178086825	2
chr1	3968334	2.0458522632161	3
chr1	4977069	2.17925312241285	4
chr1	5986690	1.29974400661946	5
chr1	6993867	2.64078132756461	6
chr1	8005140	1.815862034753	7
chr1	9012529	1.90393365838129	8
chr1	10018310	2.2336430904046	9
chr1	11022907	3.19359954941992	10
chr1	12031751	2.28548793167755	11
chr1	13454037	4.34976017662394	12
chr1	14464475	3.23524384397767	13
chr1	15470136	3.26711743753708	14
chr1	16478908	1.98690420639556	15
chr1	17722258	1.46791737699717	16
chr1	18727466	1.89727594403674	17
chr1	19733559	2.34081669434131	18
chr1	20738771	1.48362271223705	19
chr1	21762520	1.36594779092325	20
chr1	22778007	2.34838275890415	21
chr1	23784429	1.22712995719176	22
chr1	24795081	1.83424512786681	23
chr1	25858108	1.22237988952028	24
chr1	26869542	1.20192765445671	25
chr1	27879096	1.32312644736556	26
chr1	28885824	1.99923213670528	27
chr1	29895221	1.52895398659984	28
chr1	30911069	0.895343302690234	29
chr1	31918334	1.51560436072123	30
chr1	32924007	1.46201133668137	31
chr1	33938288	1.44080317982299	32
chr1	34959742	1.34829106961722	33
chr1	35966315	2.51245118923528	34
chr1	36972114	1.86619194670283	35
chr1	37982596	1.4083568184865	36
chr1	38990683	0.908415034216077	37
chr1	40021951	0.704442534053064	38
chr1	41033071	1.60343498619677	39
chr1	42045426	1.26414064999695	40
chr1	43057563	1.72768443247343	41
chr1	44066943	1.69766591808571	42
chr1	45073672	1.18321398096149	43
chr1	46092661	2.02504370241591	44
chr1	47146082	1.57606398174498	45
chr1	48162375	2.58450445459662	46
chr1	49181108	2.15427109280762	47
chr1	50208046	2.18457268893002	48
chr1	51218523	1.09059323683244	49
chr1	52230965	1.01102146651837	50
chr1	53237350	1.35978976710649	51
chr1	54244173	2.07018812164526	52
chr1	55253283	1.82337166031743	53
chr1	56263937	2.25202125988532	54
chr1	57273774	1.65570511158734	55
chr1	58291222	2.96005875203347	56
chr1	59307727	2.30587446843411	57
chr1	60328293	1.4583825159453	58
chr1	61346762	2.01886906532597	59
chr1	62354060	1.2164051252346	60
chr1	63365575	1.22551655412776	61
chr1	64381079	2.23872320192851	62
chr1	65390213	1.75535814889287	63
chr1	66416869	1.08732038462806	64
chr1	67436551	1.70616915321031	65
chr1	68444868	2.06237185844927	66
chr1	69471153	1.40335549860444	67
chr1	70488280	1.66347176703923	68
chr1	71505350	1.66451209216267	69
chr1	72523082	1.27082012855816	70
chr1	73537931	1.36880002790065	71
chr1	74551382	2.85943885671662	72
chr1	75575202	3.05790475692618	73
chr1	76590702	1.93921763241745	74
chr1	77605878	2.16540161848405	75
chr1	78622443	1.28842025069164	76
